iter	Logloss
371	0.02895131429
372	0.02884101232
373	0.02872687658
374	0.02849273046
375	0.02839424769
376	0.02827995618
377	0.0282395649
378	0.02814799945
379	0.02801464081
380	0.02782312075
381	0.0276109759
382	0.02752004306
383	0.0274633503
384	0.02733635267
385	0.0271791776
386	0.02715120316
387	0.02712124825
388	0.02705165227
389	0.02700980186
390	0.02691776276
391	0.0267446963
392	0.02662571589
393	0.02648195585
394	0.02634970188
395	0.0260819149
396	0.02598056793
397	0.02590270678
398	0.02577260971
399	0.02574073156
400	0.02570407073
401	0.02565381368
402	0.02557567914
403	0.02553409417
404	0.02549361865
405	0.02544009209
406	0.02516573111
407	0.02513434092
408	0.02499917984
409	0.02496424993
410	0.02489901861
411	0.02482447942
412	0.02466968218
413	0.02466803074
414	0.0246162192
415	0.02460138957
416	0.02451010068
417	0.0243402338
418	0.02422911644
419	0.02422762871
420	0.02407730738
421	0.02404174805
422	0.02383769671
423	0.0236942927
424	0.02368130843
425	0.02355395953
426	0.02346417586
427	0.02345561663
428	0.02341618856
429	0.02339936574
430	0.02330762863
431	0.0232001845
432	0.02316746394
433	0.02312799772
434	0.02310070356
435	0.02297956308
436	0.02283106327
437	0.02267579079
438	0.02264432271
439	0.02252971013
440	0.02247727076
441	0.02244128863
442	0.02242380778
443	0.02239402612
444	0.02234281222
445	0.02230031331
446	0.02223837535
447	0.02218902747
448	0.02209645907
449	0.02205009619
450	0.02200925827
451	0.02192214171
452	0.02184652011
453	0.02175994078
454	0.02167399089
455	0.02165929317
456	0.02162836393
457	0.02157467683
458	0.02148276806
459	0.02138895988
460	0.02133787632
461	0.02129888693
462	0.02128132502
463	0.02113875389
464	0.02109733105
465	0.02104736328
466	0.0208935229
467	0.02085651557
468	0.02076839924
469	0.02076657295
470	0.02063963095
471	0.0205907472
472	0.02054049492
473	0.02047742049
474	0.02043512821
475	0.02034321308
476	0.02034226259
477	0.02028142929
478	0.01999545733
479	0.01994961421
480	0.01992050807
481	0.01978218555
482	0.01975487868
483	0.01965663592
484	0.01952921073
485	0.01948657672
486	0.01945263068
487	0.01943644047
488	0.01938532511
489	0.0192261219
490	0.01920570374
491	0.0190634505
492	0.01901804924
493	0.01891901493
494	0.01889249802
495	0.01878028711
496	0.01872032642
497	0.01870516777
498	0.01857095877
499	0.01847207387
